loan_id,cust_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default
L06925,C06925,Education,Secured,4709000,3460000,69200.0,622800,2768000,54,897875,1053768,2020-04-02,2020-04-22,False
L06926,C06926,Home,Secured,3474000,2909000,58180.0,523620,2327200,46,366173,456938,2020-04-02,2020-04-18,False
L06927,C06927,Personal,Unsecured,1954000,1777000,35540.0,319860,1421600,14,1279439,1140433,2020-04-02,2020-05-02,False
L06928,C06928,Personal,Unsecured,2447000,2392000,47840.0,430560,1913600,10,1052628,1119663,2020-04-02,2020-04-23,False
L06929,C06929,Education,Secured,1871000,1491000,29820.0,268380,1192800,13,633331,210272,2020-04-02,2020-05-01,False
L06930,C06930,Education,Secured,1813000,1536000,30720.0,276480,1228800,54,385581,414213,2020-04-02,2020-04-24,False
L06931,C06931,Education,Secured,18985000,17099000,341980.0,3077820,13679200,49,5000000,3583811,2020-04-02,2020-04-15,False
L06932,C06932,Home,Secured,3269000,2925000,58500.0,526500,2340000,37,782248,379594,2020-04-02,2020-04-28,False
L06933,C06933,Personal,Unsecured,5000000,4122000,82440.0,741960,3297600,17,2967839,5402358,2020-04-02,2020-04-12,False
L06934,C06934,Auto,Secured,4312000,3427000,68540.0,616860,2741600,27,2023904,1323121,2020-04-02,2020-04-06,False
L06935,C06935,Personal,Unsecured,1652000,1302000,26040.0,234360,1041600,22,937439,450292,2020-04-02,2020-04-18,False
L06936,C06936,Home,Secured,19833000,14762000,295240.0,2657160,11809600,37,3139602,1982970,2020-04-02,2020-04-28,False
L06937,C06937,Personal,Unsecured,1751000,1234000,24680.0,222120,987200,9,888479,935625,2020-04-02,2020-04-03,False
L06938,C06938,Home,Secured,29562000,28845000,576900.0,5192100,23076000,42,3654134,3109544,2020-04-02,2020-04-18,False
L06939,C06939,Home,Secured,11890000,10990000,219800.0,1978200,8792000,39,2482036,1749998,2020-04-02,2020-04-20,False
L06940,C06940,Education,Secured,1213000,952000,19040.0,171360,761600,41,337347,307169,2020-04-02,2020-04-29,False
L06941,C06941,Auto,Secured,1959000,1391000,27820.0,250380,1112800,19,933605,574548,2020-04-02,2020-04-24,False
L06942,C06942,Home,Secured,7817000,5613000,112260.0,1010340,4490400,45,1632706,864905,2020-04-03,2020-04-05,False
L06943,C06943,Home,Secured,5357000,4937000,98740.0,888660,3949600,40,982073,534511,2020-04-03,2020-04-26,False
L06944,C06944,Home,Secured,3742000,3092000,61840.0,556560,2473600,39,813120,619484,2020-04-03,2020-04-04,False
L06945,C06945,Home,Secured,7532000,5765000,115300.0,1037700,4612000,40,887196,468751,2020-04-03,2020-04-07,False
L06946,C06946,Auto,Secured,3444000,3298000,65960.0,593640,2638400,22,1713398,971605,2020-04-03,2020-04-12,False
L06947,C06947,Auto,Secured,3959000,3208000,64160.0,577440,2566400,13,1060440,955649,2020-04-03,2020-04-22,False
L06948,C06948,Home,Secured,4182000,3268000,65360.0,588240,2614400,44,809467,439450,2020-04-03,2020-04-19,False
L06949,C06949,Education,Secured,3140000,2910000,58200.0,523800,2328000,59,856481,449538,2020-04-03,2020-05-02,False
L06950,C06950,Home,Secured,9490000,9213000,184260.0,1658340,7370400,33,2192374,979953,2020-04-03,2020-04-24,False
L06951,C06951,Home,Secured,5666000,4223000,84460.0,760140,3378400,24,476637,482560,2020-04-03,2020-04-08,False
L06952,C06952,Home,Secured,32589000,23410000,468200.0,4213800,18728000,24,5000000,4288851,2020-04-03,2020-04-10,True
L06953,C06953,Home,Secured,2931000,2809000,56180.0,505620,2247200,33,387215,161697,2020-04-03,2020-04-30,False
L06954,C06954,Home,Secured,12366000,9090000,181800.0,1636200,7272000,45,2251248,1213284,2020-04-03,2020-05-02,False
L06955,C06955,Auto,Secured,6089000,4937000,98740.0,888660,3949600,28,1886530,793388,2020-04-03,2020-04-10,False
L06956,C06956,Home,Secured,11119000,7827000,156540.0,1408860,6261600,24,1254873,670876,2020-04-03,2020-04-24,False
L06957,C06957,Auto,Secured,10000000,8966000,179320.0,1613880,7172800,26,5000000,3212537,2020-04-03,2020-04-26,False
L06958,C06958,Auto,Secured,8045000,7948000,158960.0,1430640,6358400,27,5000000,2645025,2020-04-03,2020-04-17,False
L06959,C06959,Personal,Unsecured,1338000,944000,18880.0,169920,755200,15,679679,1091778,2020-04-03,2020-04-16,False
L06960,C06960,Home,Secured,7281000,5898000,117960.0,1061640,4718400,24,1295827,414153,2020-04-03,2020-04-12,False
L06961,C06961,Personal,Unsecured,2195000,1831000,36620.0,329580,1464800,21,1318319,900795,2020-04-03,2020-04-24,False
L06962,C06962,Education,Secured,6057000,5645000,112900.0,1016100,4516000,15,1820288,1571799,2020-04-03,2020-04-27,False
L06963,C06963,Auto,Secured,4512000,4137000,82740.0,744660,3309600,14,1679278,1177908,2020-04-03,2020-04-18,False
L06964,C06964,Auto,Secured,10000000,7122000,142440.0,1281960,5697600,12,5000000,6314877,2020-04-03,2020-04-15,False
L06965,C06965,Auto,Secured,2311000,2012000,40240.0,362160,1609600,14,1080039,502042,2020-04-03,2020-04-19,False
L06966,C06966,Personal,Unsecured,622000,452000,9040.0,81360,361600,8,325439,298667,2020-04-03,2020-04-28,False
L06967,C06967,Personal,Unsecured,2551000,1932000,38640.0,347760,1545600,10,1314944,870305,2020-04-03,2020-04-23,False
L06968,C06968,Auto,Secured,2628000,2285000,45700.0,411300,1828000,35,907795,537643,2020-04-03,2020-04-18,False
L06969,C06969,Personal,Unsecured,916000,671000,13420.0,120780,536800,13,483119,337864,2020-04-04,2020-04-15,False
L06970,C06970,Auto,Secured,2159000,1915000,38300.0,344700,1532000,23,1222984,728767,2020-04-04,2020-05-01,False
L06971,C06971,Education,Secured,6313000,5767000,115340.0,1038060,4613600,13,1909809,722492,2020-04-04,2020-04-15,False
L06972,C06972,Home,Secured,1383000,1211000,24220.0,217980,968800,45,260894,88025,2020-04-04,2020-04-26,True
L06973,C06973,Personal,Unsecured,2435000,1950000,39000.0,351000,1560000,6,1403999,1274591,2020-04-04,2020-04-07,False
L06974,C06974,Home,Secured,6198000,5307000,106140.0,955260,4245600,34,1263974,574322,2020-04-04,2020-04-25,False
L06975,C06975,Home,Secured,10373000,8125000,162500.0,1462500,6500000,30,2510127,1663287,2020-04-04,2020-04-21,False
L06976,C06976,Personal,Unsecured,5000000,3513000,70260.0,632340,2810400,23,2529359,3048094,2020-04-04,2020-04-22,False
L06977,C06977,Auto,Secured,7369000,5535000,110700.0,996300,4428000,31,3985199,2614246,2020-04-04,2020-04-17,False
L06978,C06978,Home,Secured,6676000,6452000,129040.0,1161360,5161600,42,1332175,1027740,2020-04-04,2020-04-09,False
L06979,C06979,Personal,Unsecured,4658000,4060000,81200.0,730800,3248000,12,2923199,3881381,2020-04-04,2020-04-06,False
L06980,C06980,Auto,Secured,10000000,8238000,164760.0,1482840,6590400,28,4693831,3933809,2020-04-04,2020-04-28,False
L06981,C06981,Education,Secured,3840000,2716000,54320.0,488880,2172800,27,838484,973979,2020-04-04,2020-04-16,True
L06982,C06982,Home,Secured,4855000,3565000,71300.0,641700,2852000,31,1073413,491312,2020-04-04,2020-05-03,False
L06983,C06983,Personal,Unsecured,5000000,4009000,80180.0,721620,3207200,9,2886479,3864925,2020-04-04,2020-04-07,False
L06984,C06984,Home,Secured,10146000,7238000,144760.0,1302840,5790400,35,1582433,1243719,2020-04-04,2020-04-22,False
L06985,C06985,Home,Secured,10879000,7873000,157460.0,1417140,6298400,34,1636078,885732,2020-04-04,2020-04-07,False
L06986,C06986,Home,Secured,681000,548000,10960.0,98640,438400,40,93721,78337,2020-04-04,2020-04-07,False
L06987,C06987,Personal,Unsecured,2165000,1750000,35000.0,315000,1400000,10,1259999,726213,2020-04-04,2020-04-24,False
L06988,C06988,Personal,Unsecured,2561000,2391000,47820.0,430380,1912800,12,1721519,1310128,2020-04-04,2020-04-08,False
L06989,C06989,Home,Secured,8446000,7715000,154300.0,1388700,6172000,43,1681607,805566,2020-04-04,2020-05-02,False
L06990,C06990,Home,Secured,7610000,6170000,123400.0,1110600,4936000,40,1274446,647589,2020-04-04,2020-04-27,False
L06991,C06991,Home,Secured,2197000,1703000,34060.0,306540,1362400,28,364022,304180,2020-04-04,2020-04-21,False
L06992,C06992,Home,Secured,6648000,4824000,96480.0,868320,3859200,28,1397264,797196,2020-04-04,2020-04-13,False
L06993,C06993,Personal,Unsecured,829000,692000,13840.0,124560,553600,23,498239,334820,2020-04-04,2020-04-13,False
L06994,C06994,Personal,Unsecured,388000,349000,6980.0,62820,279200,18,251279,156670,2020-04-04,2020-04-13,False
L06995,C06995,Personal,Unsecured,2615000,2153000,43060.0,387540,1722400,11,1442351,1094091,2020-04-04,2020-04-19,True
L06996,C06996,Education,Secured,16067000,11990000,239800.0,2158200,9592000,56,5000000,2205060,2020-04-04,2020-05-04,True
L06997,C06997,Education,Secured,854000,783000,15660.0,140940,626400,46,264030,220648,2020-04-05,2020-05-05,False
L06998,C06998,Home,Secured,4129000,3537000,70740.0,636660,2829600,47,627847,483779,2020-04-05,2020-04-28,False
L06999,C06999,Personal,Unsecured,1665000,1360000,27200.0,244800,1088000,17,979199,964094,2020-04-05,2020-04-25,False
L07000,C07000,Auto,Secured,2770000,2474000,49480.0,445320,1979200,33,1318741,649964,2020-04-05,2020-04-26,False
L07001,C07001,Education,Secured,2352000,2022000,40440.0,363960,1617600,56,1101218,551173,2020-04-05,2020-04-13,False
L07002,C07002,Education,Secured,4224000,3646000,72920.0,656280,2916800,29,839945,618676,2020-04-05,2020-04-26,False
L07003,C07003,Home,Secured,27148000,22976000,459520.0,4135680,18380800,42,5000000,3615231,2020-04-05,2020-04-15,True
L07004,C07004,Personal,Unsecured,1803000,1508000,30160.0,271440,1206400,8,1085759,925476,2020-04-05,2020-04-13,False
L07005,C07005,Home,Secured,8364000,6407000,128140.0,1153260,5125600,29,1677994,892055,2020-04-05,2020-04-10,False
L07006,C07006,Auto,Secured,1886000,1516000,30320.0,272880,1212800,34,920864,509508,2020-04-05,2020-04-06,False
L07007,C07007,Home,Secured,3112000,2246000,44920.0,404280,1796800,26,770397,470590,2020-04-05,2020-04-07,False
L07008,C07008,Personal,Unsecured,2972000,2438000,48760.0,438840,1950400,7,1755359,1305133,2020-04-05,2020-05-01,False
L07009,C07009,Home,Secured,462000,430000,8600.0,77400,344000,43,113444,94250,2020-04-05,2020-04-23,False
L07010,C07010,Personal,Unsecured,385000,303000,6060.0,54540,242400,8,218159,197878,2020-04-05,2020-04-08,False
L07011,C07011,Auto,Secured,3955000,3207000,64140.0,577260,2565600,29,2055360,1064965,2020-04-05,2020-05-02,False
L07012,C07012,Personal,Unsecured,1857000,1572000,31440.0,282960,1257600,6,1075163,442809,2020-04-05,2020-04-11,False
L07013,C07013,Personal,Unsecured,5000000,4690000,93800.0,844200,3752000,10,3376799,3128264,2020-04-05,2020-04-07,False
L07014,C07014,Auto,Secured,1563000,1269000,25380.0,228420,1015200,18,913679,257084,2020-04-05,2020-04-11,False
L07015,C07015,Personal,Unsecured,413000,333000,6660.0,59940,266400,7,239759,211826,2020-04-05,2020-05-04,False
L07016,C07016,Education,Secured,804000,588000,11760.0,105840,470400,20,251156,233671,2020-04-05,2020-04-11,False
L07017,C07017,Home,Secured,3046000,2653000,53060.0,477540,2122400,37,504974,414468,2020-04-05,2020-04-06,False
L07018,C07018,Personal,Unsecured,5000000,4086000,81720.0,735480,3268800,17,2941919,1891984,2020-04-05,2020-04-20,False
L07019,C07019,Personal,Unsecured,2423000,1957000,39140.0,352260,1565600,21,1409039,915065,2020-04-05,2020-04-22,False
L07020,C07020,Education,Secured,885000,643000,12860.0,115740,514400,43,292198,177281,2020-04-05,2020-04-10,False
L07021,C07021,Auto,Secured,1710000,1394000,27880.0,250920,1115200,24,1003679,601522,2020-04-05,2020-04-11,False
L07022,C07022,Home,Secured,39215000,30198000,603960.0,5435640,24158400,29,4909246,2800873,2020-04-05,2020-04-22,False
L07023,C07023,Personal,Unsecured,2123000,2028000,40560.0,365040,1622400,13,1355896,787639,2020-04-05,2020-05-03,False
L07024,C07024,Auto,Secured,10000000,8950000,179000.0,1611000,7160000,23,5000000,2314159,2020-04-06,2020-04-10,False
L07025,C07025,Home,Secured,13670000,12428000,248560.0,2237040,9942400,40,2921907,1405639,2020-04-06,2020-04-20,False
L07026,C07026,Home,Secured,1086000,768000,15360.0,138240,614400,37,232304,158614,2020-04-06,2020-04-30,False
L07027,C07027,Home,Secured,1918000,1848000,36960.0,332640,1478400,28,476522,292785,2020-04-06,2020-04-13,False
L07028,C07028,Education,Secured,1295000,1150000,23000.0,207000,920000,18,275738,407753,2020-04-06,2020-04-21,False
L07029,C07029,Education,Secured,2418000,1793000,35860.0,322740,1434400,22,619545,329629,2020-04-06,2020-04-21,False
L07030,C07030,Personal,Unsecured,406000,331000,6620.0,59580,264800,12,238319,186064,2020-04-06,2020-04-25,False
L07031,C07031,Education,Secured,2168000,1882000,37640.0,338760,1505600,25,476768,328248,2020-04-06,2020-04-12,False
L07032,C07032,Auto,Secured,5361000,4428000,88560.0,797040,3542400,21,1751990,2160275,2020-04-06,2020-04-17,False
L07033,C07033,Auto,Secured,3074000,3059000,61180.0,550620,2447200,23,1259714,944347,2020-04-06,2020-04-24,False
L07034,C07034,Home,Secured,5452000,3943000,78860.0,709740,3154400,48,758612,524605,2020-04-06,2020-04-14,False
L07035,C07035,Home,Secured,2420000,2033000,40660.0,365940,1626400,41,458106,278905,2020-04-06,2020-04-10,False
L07036,C07036,Education,Secured,995000,923000,18460.0,166140,738400,39,412937,355768,2020-04-06,2020-04-18,False
L07037,C07037,Personal,Unsecured,1098000,825000,16500.0,148500,660000,13,571641,562761,2020-04-06,2020-05-02,False
L07038,C07038,Personal,Unsecured,1868000,1459000,29180.0,262620,1167200,11,911518,635816,2020-04-06,2020-04-16,False
L07039,C07039,Education,Secured,1160000,831000,16620.0,149580,664800,19,243016,223971,2020-04-06,2020-04-28,False
L07040,C07040,Home,Secured,2450000,2335000,46700.0,420300,1868000,34,278013,205679,2020-04-06,2020-04-25,False
L07041,C07041,Home,Secured,1713000,1456000,29120.0,262080,1164800,47,351900,321271,2020-04-06,2020-04-13,False
L07042,C07042,Home,Secured,407000,286000,5720.0,51480,228800,38,67738,43750,2020-04-06,2020-04-29,False
L07043,C07043,Home,Secured,19237000,17178000,343560.0,3092040,13742400,30,3583605,1623501,2020-04-06,2020-05-02,False
L07044,C07044,Home,Secured,4154000,2927000,58540.0,526860,2341600,24,501285,262123,2020-04-06,2020-04-13,False
L07045,C07045,Auto,Secured,3153000,2738000,54760.0,492840,2190400,13,1455091,960267,2020-04-06,2020-04-09,False
L07046,C07046,Personal,Unsecured,894000,794000,15880.0,142920,635200,17,545159,281923,2020-04-06,2020-04-19,False
L07047,C07047,Home,Secured,2456000,1738000,34760.0,312840,1390400,33,382284,329852,2020-04-06,2020-05-06,False
L07048,C07048,Education,Secured,4598000,3740000,74800.0,673200,2992000,22,1281241,938172,2020-04-06,2020-04-14,False
L07049,C07049,Personal,Unsecured,1844000,1328000,26560.0,239040,1062400,23,910339,440287,2020-04-06,2020-04-17,False
L07050,C07050,Home,Secured,35148000,27410000,548200.0,4933800,21928000,44,5000000,4876931,2020-04-06,2020-04-16,False
L07051,C07051,Personal,Unsecured,2127000,1918000,38360.0,345240,1534400,18,1380959,834248,2020-04-06,2020-04-22,False
L07052,C07052,Personal,Unsecured,544000,507000,10140.0,91260,405600,22,365039,169316,2020-04-07,2020-04-27,False
L07053,C07053,Personal,Unsecured,2078000,1530000,30600.0,275400,1224000,10,1101599,541943,2020-04-07,2020-05-02,False
L07054,C07054,Auto,Secured,2535000,2444000,48880.0,439920,1955200,33,1005989,913660,2020-04-07,2020-05-01,False
L07055,C07055,Personal,Unsecured,1039000,848000,16960.0,152640,678400,22,610559,448189,2020-04-07,2020-04-22,False
L07056,C07056,Personal,Unsecured,3319000,2334000,46680.0,420120,1867200,10,1039412,1005859,2020-04-07,2020-04-12,False
L07057,C07057,Home,Secured,2456000,2254000,45080.0,405720,1803200,37,411014,241145,2020-04-07,2020-04-11,False
L07058,C07058,Home,Secured,2143000,1619000,32380.0,291420,1295200,38,276217,341136,2020-04-07,2020-04-22,True
L07059,C07059,Education,Secured,9796000,7544000,150880.0,1357920,6035200,50,4646756,2111087,2020-04-07,2020-04-10,False
L07060,C07060,Auto,Secured,2785000,2513000,50260.0,452340,2010400,18,1460548,793344,2020-04-07,2020-04-13,False
L07061,C07061,Auto,Secured,2843000,2569000,51380.0,462420,2055200,17,1781841,1082139,2020-04-07,2020-04-09,False
L07062,C07062,Auto,Secured,1046000,770000,15400.0,138600,616000,20,554399,425948,2020-04-07,2020-04-25,False
L07063,C07063,Personal,Unsecured,308000,217000,4340.0,39060,173600,17,148168,106292,2020-04-07,2020-04-26,False
L07064,C07064,Auto,Secured,5355000,4015000,80300.0,722700,3212000,17,1750507,1161209,2020-04-07,2020-05-06,False
L07065,C07065,Personal,Unsecured,533000,405000,8100.0,72900,324000,22,291599,223826,2020-04-07,2020-04-24,False
L07066,C07066,Personal,Unsecured,221000,170000,3400.0,30600,136000,14,109470,121599,2020-04-07,2020-04-20,False
L07067,C07067,Auto,Secured,5417000,4537000,90740.0,816660,3629600,23,2521969,2409622,2020-04-07,2020-05-07,False
L07068,C07068,Personal,Unsecured,204000,172000,3440.0,30960,137600,20,123839,103743,2020-04-07,2020-04-08,False
L07069,C07069,Personal,Unsecured,1714000,1435000,28700.0,258300,1148000,9,1033199,1013708,2020-04-07,2020-04-20,False
L07070,C07070,Home,Secured,2842000,2132000,42640.0,383760,1705600,42,326925,271641,2020-04-07,2020-04-17,False
L07071,C07071,Auto,Secured,6950000,4931000,98620.0,887580,3944800,22,3550319,2905649,2020-04-07,2020-04-15,False
L07072,C07072,Home,Secured,4167000,3077000,61540.0,553860,2461600,27,477326,511440,2020-04-07,2020-05-01,False
L07073,C07073,Personal,Unsecured,580000,459000,9180.0,82620,367200,10,269186,221252,2020-04-07,2020-04-08,False
L07074,C07074,Education,Secured,14479000,11928000,238560.0,2147040,9542400,49,5000000,2181170,2020-04-07,2020-04-23,False
L07075,C07075,Education,Secured,1760000,1757000,35140.0,316260,1405600,55,741159,341468,2020-04-07,2020-05-03,False
L07076,C07076,Auto,Secured,1624000,1373000,27460.0,247140,1098400,33,988559,430318,2020-04-07,2020-05-03,False
L07077,C07077,Education,Secured,3431000,3168000,63360.0,570240,2534400,54,979621,970878,2020-04-07,2020-04-30,False
L07078,C07078,Education,Secured,600000,545000,10900.0,98100,436000,16,337874,185366,2020-04-07,2020-04-14,False
L07079,C07079,Personal,Unsecured,1486000,1151000,23020.0,207180,920800,6,828719,409207,2020-04-08,2020-04-10,False
L07080,C07080,Home,Secured,4456000,3871000,77420.0,696780,3096800,42,676817,506751,2020-04-08,2020-04-12,False
L07081,C07081,Auto,Secured,1367000,968000,19360.0,174240,774400,28,696959,608469,2020-04-08,2020-04-29,False
L07082,C07082,Auto,Secured,5810000,4865000,97300.0,875700,3892000,17,3502799,1795291,2020-04-08,2020-04-17,False
L07083,C07083,Home,Secured,7702000,6045000,120900.0,1088100,4836000,30,1330829,751198,2020-04-08,2020-04-27,False
L07084,C07084,Auto,Secured,2789000,2699000,53980.0,485820,2159200,28,1546697,498786,2020-04-08,2020-04-19,False
L07085,C07085,Home,Secured,38104000,34874000,697480.0,6277320,27899200,35,5000000,4767774,2020-04-08,2020-04-11,True
L07086,C07086,Education,Secured,1029000,1003000,20060.0,180540,802400,46,199602,145344,2020-04-08,2020-04-29,False
L07087,C07087,Personal,Unsecured,5000000,3936000,78720.0,708480,3148800,14,2833919,2658934,2020-04-08,2020-05-04,False
L07088,C07088,Personal,Unsecured,936000,884000,17680.0,159120,707200,7,417854,227383,2020-04-08,2020-04-17,False
L07089,C07089,Personal,Unsecured,248000,241000,4820.0,43380,192800,6,173519,89320,2020-04-08,2020-04-20,False
L07090,C07090,Personal,Unsecured,748000,552000,11040.0,99360,441600,22,397439,521833,2020-04-08,2020-04-09,False
